,ID,Income,Recency,NumWebVisitsMonth,Complain,Response,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Expenses,NumPurchases,AcceptedCmp,Childrenhome,Age,clusterid
572,8181,38593.0,42,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,177,11,0,1,45,1
573,1029,64413.0,27,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,279,12,0,1,53,3
574,7369,36959.0,56,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,62,7,0,1,42,1
576,8159,51287.0,10,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,182,11,0,2,55,0
577,1160,13260.0,48,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,49,10,0,2,53,0
578,10242,47472.0,39,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,75,8,0,2,57,3
579,5253,54603.0,85,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,227,16,0,2,67,2
580,5966,45207.0,64,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,215,15,1,2,49,2
581,5314,40689.0,69,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,444,20,0,1,72,2
582,5081,47821.0,54,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,47,5,0,2,56,3
583,5123,27450.0,57,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,143,7,0,0,72,1
584,5756,39453.0,64,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,55,7,0,1,40,2
585,8036,26850.0,10,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,63,11,0,2,52,3
587,5057,61794.0,74,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,611,20,0,1,62,1
588,254,53863.0,4,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,473,18,1,1,68,2
589,4179,24221.0,94,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,55,6,0,0,64,2
592,4501,69882.0,94,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1478,20,0,0,58,1
593,6424,33178.0,9,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,49,5,0,1,46,2
594,3075,59973.0,47,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,382,15,0,0,51,2
595,4992,17459.0,12,7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,69,9,0,1,48,2
596,5252,23910.0,80,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,67,6,0,1,54,0
597,7444,42169.0,20,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30,6,0,2,54,1
598,6919,26224.0,39,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,63,9,0,1,45,1
599,3537,31089.0,57,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,79,10,0,1,42,2
600,10277,30081.0,27,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,42,5,0,1,62,2
601,2453,62807.0,83,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,819,23,0,1,63,2
602,7972,72906.0,79,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1151,17,0,0,68,2
603,895,61467.0,69,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,594,20,0,2,75,2
604,1177,49618.0,77,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,129,11,0,2,57,2
605,7141,21888.0,15,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,213,12,0,1,37,1
606,7232,42429.0,99,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,67,7,0,1,50,3
607,8477,26150.0,61,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,28,5,0,3,67,0
608,2457,30801.0,23,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,45,6,0,1,48,3
609,988,81168.0,84,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1193,18,1,0,58,0
610,7930,26877.0,74,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,268,12,0,0,54,1
612,6682,18978.0,41,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,37,5,0,1,50,3
613,6222,22574.0,28,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,37,7,0,3,56,0
614,10299,48240.0,73,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,882,25,0,0,54,1
615,3083,45837.0,88,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,373,18,0,2,49,0
616,8953,35791.0,94,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,35,6,0,3,58,1
617,1503,162397.0,31,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,107,1,0,2,47,3
618,8650,54162.0,31,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,42,5,0,2,45,3
619,10862,30522.0,6,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,326,17,0,1,63,1
620,2782,54456.0,23,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,404,17,0,1,62,2
621,6941,31632.0,92,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,95,6,0,0,52,2
623,10708,36975.0,50,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,33,5,0,1,45,1
624,6583,72635.0,54,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,981,21,1,0,68,1
625,3641,13624.0,93,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,36,7,0,1,47,0
626,10156,84196.0,56,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1237,20,0,1,48,2
627,4299,70971.0,28,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1825,34,0,1,63,2
628,3469,34487.0,94,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,103,9,0,2,46,3
629,5063,28769.0,76,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,191,12,0,1,46,2
630,10727,69084.0,43,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1586,25,0,1,53,2
631,9624,65488.0,46,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,963,14,0,0,65,3
632,5156,62466.0,13,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,889,26,0,1,53,1
634,8923,83917.0,12,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1587,21,0,0,50,2
635,8461,46102.0,3,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16,4,0,3,61,0
636,6945,84574.0,72,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1375,32,0,0,71,2
637,944,56181.0,6,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,393,14,0,1,61,0
638,1907,63120.0,53,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1477,26,0,1,73,0
639,701,73691.0,58,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1179,18,1,1,52,0
640,3856,63381.0,78,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1005,26,0,1,63,2
641,4149,76140.0,57,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1348,21,0,0,75,3
642,2131,62859.0,37,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1307,23,0,1,64,3
643,2942,45906.0,20,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,486,15,1,1,59,2
645,4381,46463.0,56,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,235,17,0,2,52,2
647,3376,55282.0,9,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,235,11,0,1,53,0
648,4679,78710.0,42,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1092,28,0,1,46,1
649,10928,66886.0,28,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,599,17,0,1,65,2
650,4248,98777.0,23,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2008,19,1,0,63,1
651,6728,29103.0,38,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,48,6,0,1,38,2
652,6661,67445.0,63,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1174,32,0,1,49,0
653,4725,50616.0,71,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,67,7,0,1,73,3
654,3277,49431.0,9,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,365,15,0,1,68,0
655,5555,153924.0,81,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,48,0
656,2564,61278.0,87,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,165,10,0,1,70,2
657,946,26490.0,92,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,210,11,0,0,65,3
658,3867,73059.0,36,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1095,26,0,1,76,3
659,6940,46734.0,86,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,223,12,1,3,57,1
660,55,56253.0,83,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,597,22,0,1,60,2
661,7093,19986.0,74,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,22,4,0,1,38,0
662,5084,58330.0,87,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1064,24,0,1,48,3
663,1777,25965.0,29,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,74,6,0,0,43,3
664,8162,14661.0,88,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,26,5,0,0,67,2
665,10826,18690.0,77,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,60,5,0,0,64,0
666,8754,45068.0,25,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,4,0,1,49,3
667,1987,21063.0,34,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,59,7,0,1,36,3
668,11007,29187.0,43,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,34,5,0,1,55,2
669,7426,54690.0,76,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,198,12,0,2,52,1
670,9153,59304.0,81,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1048,28,0,1,59,2
671,10379,59247.0,87,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,574,21,0,2,61,1
672,9204,66731.0,33,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1029,17,0,1,53,3
673,3197,77353.0,38,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,670,20,0,1,43,0
674,2920,52614.0,63,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,990,16,0,1,48,1
675,6961,26751.0,26,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,4,0,2,49,0
677,9937,70337.0,75,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,576,17,0,0,44,2
679,9596,65295.0,19,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,664,20,0,0,43,1
680,2891,68118.0,51,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,928,23,0,1,60,0
681,4910,68743.0,81,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2074,30,0,0,56,0
682,75,41039.0,32,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,467,15,0,0,41,3
683,10120,38946.0,84,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,257,12,0,1,68,2
684,6327,65777.0,87,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1146,17,0,0,56,2
685,10142,66476.0,99,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,689,20,0,1,47,3
686,9826,86857.0,96,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2114,22,0,0,51,1
689,7279,69476.0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1044,15,0,0,54,3
691,143,61209.0,73,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,957,13,0,0,53,2
692,450,42315.0,90,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,270,12,0,1,65,2
695,9239,61923.0,94,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,126,8,0,2,62,1
696,8315,34824.0,65,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23,4,0,0,28,2
697,2868,26518.0,33,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,57,8,0,2,74,1
698,10888,45938.0,46,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,636,20,0,0,62,2
699,1277,78468.0,29,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1004,28,1,0,63,2
700,9977,78901.0,99,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,734,20,0,1,50,0
701,10196,71427.0,26,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,614,20,0,2,45,0
704,968,41335.0,24,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,187,12,0,1,55,0
706,4472,35682.0,34,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,57,6,0,1,53,3
707,6991,43185.0,88,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,637,20,0,1,72,0
708,3336,66375.0,96,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,948,14,1,1,75,3
709,4301,35178.0,10,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,59,5,1,1,52,1
710,1940,25252.0,26,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,18,4,0,1,37,0
711,1272,55250.0,49,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,903,26,0,1,58,1
712,1388,33249.0,11,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,112,8,0,1,48,2
713,1044,58398.0,44,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,596,20,0,0,70,2
714,6969,50272.0,75,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,233,13,0,1,41,2
715,10479,76618.0,64,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1511,11,0,0,48,2
717,1715,25851.0,45,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,48,7,0,1,45,2
718,10159,58710.0,77,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1185,31,0,1,53,0
719,1463,45160.0,9,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,21,4,0,2,65,2
720,5114,74806.0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,965,16,0,1,58,1
721,4990,59111.0,90,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,869,21,0,0,69,0
722,4329,18988.0,43,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,6,0,1,39,2
723,10936,72190.0,79,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1947,16,0,0,58,0
724,4692,7500.0,19,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,71,12,1,1,47,0
725,7212,44794.0,99,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,65,6,0,1,57,0
726,6086,80395.0,62,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1380,24,1,0,68,0
727,437,75012.0,41,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1027,23,0,0,47,0
728,11171,56962.0,60,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,411,21,0,3,58,1
729,11101,89891.0,17,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,836,26,1,0,32,2
730,5329,35946.0,24,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,4,0,2,74,3
731,610,53593.0,60,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,480,23,0,2,70,3
732,9384,66373.0,57,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,606,23,0,2,45,0
733,5956,45072.0,74,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,284,16,0,3,75,3
736,7072,67432.0,69,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1335,19,0,1,50,0
737,6255,70545.0,29,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,334,13,0,1,71,2
738,6516,17487.0,37,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,18,4,0,1,34,3
739,5564,62882.0,26,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1338,20,0,1,54,2
740,5682,64108.0,8,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1099,30,0,1,70,1
741,7458,34941.0,26,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,97,8,0,2,67,2
742,5237,48767.0,79,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,63,9,0,3,73,1
743,7761,38702.0,71,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,109,9,0,1,45,3
744,5278,82224.0,83,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,902,21,1,0,59,0
746,7235,17003.0,37,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,38,9,0,1,48,1
747,10548,71163.0,30,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,960,24,0,0,28,2
748,2281,33697.0,34,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,28,4,1,1,53,2
750,6974,83443.0,89,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1497,22,0,0,51,3
751,7938,51518.0,92,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,449,17,0,1,65,3
752,7094,58330.0,87,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1064,24,0,1,48,3
754,7723,75507.0,56,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1440,21,0,0,44,2
755,3870,63855.0,28,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1006,24,0,0,45,3
756,4012,62220.0,55,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1226,23,0,1,51,3
757,5909,58512.0,25,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1171,20,0,1,59,0
758,10470,40662.0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,92,8,0,1,44,1
759,6488,38829.0,86,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,99,8,0,1,64,2
760,10270,35523.0,8,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,66,8,0,1,42,1
761,6887,79146.0,33,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,564,19,0,2,56,2
762,6406,78285.0,13,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1427,21,0,0,35,1
763,7573,31626.0,12,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,86,6,1,1,45,1
764,4508,75127.0,92,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,833,19,0,0,71,2
765,221,48726.0,90,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,242,12,0,1,68,0
766,5331,74985.0,8,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1869,17,0,0,46,0
767,1911,67430.0,6,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1364,29,0,0,36,2
768,20,46891.0,91,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,183,8,0,1,58,1
769,8786,62058.0,52,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450,18,0,1,67,1
770,10582,72063.0,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,758,21,0,1,44,0
771,1915,78939.0,57,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1507,20,0,0,72,2
772,8897,42720.0,9,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,654,25,0,2,58,2
773,2371,33622.0,22,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,81,9,0,2,51,0
774,4303,6835.0,76,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,137,1,0,1,66,3
775,6825,41452.0,86,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,4,0,2,70,2
776,1072,40760.0,64,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,93,8,0,1,58,1
777,4964,74250.0,90,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1158,18,0,0,65,3
778,2461,51124.0,79,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,43,6,0,2,68,1
779,10736,72258.0,28,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1525,22,0,1,52,2
780,3194,71466.0,86,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1230,19,0,0,49,1
781,10839,36283.0,42,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,29,6,0,2,47,2
782,49,20587.0,39,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,25,5,0,1,53,2
783,4290,30467.0,8,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,24,4,0,1,51,0
784,10219,31590.0,40,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38,5,0,1,51,2
785,4211,20425.0,5,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,57,7,0,1,37,3
786,1135,17144.0,96,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,47,12,0,2,63,2
788,10846,43783.0,22,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,629,22,1,1,45,1
789,347,40780.0,30,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,377,17,0,1,47,0
790,6543,62847.0,45,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1612,14,0,0,78,2
792,3479,16813.0,49,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,50,6,1,0,73,2
793,11075,51267.0,37,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,270,15,0,2,45,0
794,4442,46524.0,70,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,177,9,0,1,62,2
795,199,45183.0,33,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,315,13,1,0,61,1
796,6722,70421.0,98,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,767,23,0,1,69,2
798,3749,73926.0,54,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1580,24,0,0,50,2
799,8523,19329.0,39,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,60,10,0,1,55,0
800,310,61872.0,81,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,573,21,0,1,53,1
801,8629,46984.0,71,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,41,5,0,2,67,3
802,236,34838.0,62,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,170,10,0,2,72,0
803,9930,82716.0,8,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1167,28,0,0,79,1
805,4599,49681.0,66,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,458,21,0,2,47,1
806,7326,56850.0,83,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,63,6,0,1,52,1
807,7352,55267.0,28,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,405,17,0,1,66,0
808,2350,59666.0,87,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1027,20,1,2,51,0
809,9145,72504.0,43,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1478,22,0,1,51,2
810,2964,26872.0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,72,5,0,0,42,0
811,5585,21359.0,1,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,48,7,0,1,51,2
812,9687,73170.0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,726,16,0,0,48,2
813,3732,52750.0,72,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,860,27,0,1,68,1
814,6303,91820.0,72,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1497,22,0,0,37,3
815,11176,65968.0,12,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,495,18,0,1,53,3
816,2986,30772.0,89,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20,4,0,2,47,0
817,7462,22507.0,67,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,570,19,0,0,69,2
818,3900,65685.0,54,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,769,21,0,1,51,0
819,7034,25804.0,34,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,55,7,0,1,45,1
821,1143,22063.0,43,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,55,7,0,1,51,0
823,3855,22419.0,74,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,162,8,0,0,60,0
827,6768,37859.0,75,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,36,6,0,3,61,0
829,6646,16529.0,23,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,22,5,0,1,39,2
830,4887,55412.0,65,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,63,6,0,2,47,3
831,8560,48789.0,94,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,680,18,0,0,31,2
832,3321,56575.0,42,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,542,20,0,2,56,3
833,11003,25130.0,10,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,50,7,0,1,43,3
834,10402,35441.0,94,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,39,6,0,2,56,0
835,9904,71391.0,50,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1043,28,0,1,67,0
836,6141,49494.0,46,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,385,14,0,1,51,1
837,5687,81702.0,98,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1633,27,0,0,43,0
838,10856,45889.0,42,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,46,5,0,1,43,1
839,5121,56628.0,30,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,761,20,1,1,46,2
840,4186,34026.0,11,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,76,9,0,2,73,2
841,368,40049.0,61,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,290,14,0,1,49,0
842,3312,34176.0,12,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,89,11,0,1,35,2
843,11121,19419.0,76,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,70,11,0,1,42,0
844,5332,82504.0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1066,17,0,0,63,1
846,10343,61618.0,27,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1345,19,0,0,32,1
847,5935,55284.0,60,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,764,23,0,1,67,1
848,2895,49980.0,79,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,195,11,0,1,60,2
849,10262,15072.0,96,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,53,11,0,2,43,0
850,7848,49166.0,17,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,368,13,0,1,49,2
851,9477,65324.0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,544,20,0,1,69,2
853,7186,30843.0,43,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,35,6,1,2,57,3
